央视,#genre#
金鹰纪实HD高清,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226975/index.m3u8
金鹰纪实HD高清,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225671/1/index.m3u8?fmt=ts2hls
冬奥纪实HD高清,http://122.138.32.222:9901/tsfile/live/1018_1.m3u8
冬奥纪实HD高清,http://111.20.105.60:6060/yinhe/2/ch00000090990000001329/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
冬奥纪实HD高清,http://39.135.230.74/ott.fj.chinamobile.com/PLTV/88888888/224/3221225944/index.m3u8
冬奥纪实HD高清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
冬奥纪实HD高清,http://39.130.215.241:6610/gitv_live/G_BEIJINGJS-HD/G_BEIJINGJS-HD.m3u8
冬奥纪实HD高清,http://39.130.206.213:6410/gitv_live/G_BEIJINGJS-HD/G_BEIJINGJS-HD.m3u8
中华特产,http://1.com/otv/skcc/live/channel51025/2300.m3u8
环球奇观,http://122.138.32.222:9901/tsfile/live/1040_1.m3u8
环球奇观,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225681/1/index.m3u8?fmt=ts2hls
漫游世界,http://125.210.152.18:9090/live/MYSJ.m3u8
环球旅游,http://www.jhbwtv.top/nxiptv/nx.php?id=074
阳光卫视,http://220.158.149.14:9999/live/TV00000000000000000062@HHZT;LIVE
东方财经,http://39.135.253.53/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226147/1.m3u8
东方财经,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/dfcj/1300000/mnf.m3u8
家庭理财,http://111.20.105.60:6060/yinhe/2/ch00000090990000001321/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
家庭理财,http://183.207.248.71/gitv/live1/G_JIATINGLC/G_JIATINGLC
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
第一财经HD高清,http://140.207.241.3:8080/live/program/live/dycjhd/4000000/mnf.m3u8
第一财经HD高清,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/dycjhd/4000000/mnf.m3u8
第一财经HD高清,http://m1.livecdn.yicai.com/hls/live/CBN_ld/live.m3u8
第一财经HD高清,http://ltetp3.tv189.com/live/tm-cbnhd-4000k.m3u8
第一财经HD高清,http://www.jhbwtv.top/daili/migu.php?id=608780988
财富天下,http://111.20.105.60:6060/yinhe/2/ch00000090990000001689/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
财富天下,http://www.jhbwtv.top/aishang/ais.php?id=jscftx
魅力足球HD高清,http://140.207.241.3:8080/live/program/live/mlyyhd/4000000/mnf.m3u8
魅力足球HD高清,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/mlyyhd/4000000/mnf.m3u8
魅力足球HD高清,http://www.jhbwtv.top/nxiptv/nx.php?id=154
都市剧场HD高清,http://122.138.32.222:9901/tsfile/live/1044_1.m3u8
都市剧场HD高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229280/01.m3u8?fmt=ts2hls
都市剧场HD高清,http://140.207.241.3:8080/live/program/live/dsjchd/4000000/mnf.m3u8
都市剧场HD高清,http://39.135.230.68/ott.fj.chinamobile.com/PLTV/88888888/224/3221226979/index.m3u8
都市剧场HD高清,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/dsjchd/4000000/mnf.m3u8
都市剧场HD高清,http://www.jhbwtv.top/nxiptv/nx.php?id=149
欢笑剧场4K-HDR高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230739/index.m3u8
欢笑剧场4K-HDR高清,http://140.207.241.3:8080/live/program/live/hxjchd/4000000/mnf.m3u8
欢笑剧场4K-HDR高清,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226729/index.m3u8
欢笑剧场4K-HDR高清,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/hxjchd/4000000/mnf.m3u8
生活时尚HD高清,http://122.138.32.222:9901/tsfile/live/1045_1.m3u8
生活时尚HD高清,http://140.207.241.3:8080/live/program/live/shsshd/4000000/mnf.m3u8
生活时尚HD高清,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227029/index.m3u8
生活时尚HD高清,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/shsshd/4000000/mnf.m3u8
移动戏曲HD高清,http://hndxrm1.8686c.com/live/live31_tzwj_500k.m3u8
移动戏曲HD高清,http://39.134.215.39:18890/PLTV/88888888/224/3221226003/index.m3u8
睛彩中原HD高清,http://hndxrm1.8686c.com/live/live30_tzwj_500k.m3u8
睛彩中原HD高清,http://39.134.215.39:18890/PLTV/88888888/224/3221226007/index.m3u8
东北戏曲,http://122.138.32.222:9901/tsfile/live/1005_1.m3u8
东北戏曲,http://stream1.jlntv.cn/dbxq/sd/live.m3u8
四海钓鱼,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228662/index.m3u8?fmt=ts2hls
四海钓鱼,http://ott.cqccn.com/PLTV/88888888/224/3221227556/index.m3u8
快乐垂钓HD高清,http://122.138.32.222:9901/tsfile/live/1048_1.m3u8
快乐垂钓HD高清,http://39.135.230.69/ott.fj.chinamobile.com/PLTV/88888888/224/3221227028/index.m3u8
快乐垂钓HD高清,http://112.50.243.8/PLTV/88888888/224/3221226940/1.m3u8
快乐垂钓HD高清,http://ott.cqccn.com/PLTV/88888888/224/3221227487/index.m3u8
快乐垂钓HD高清,http://125.210.152.20:9090/live/KLCD.m3u8
车迷频道,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229410/01.m3u8?fmt=ts2hls
汽摩,http://122.138.32.222:9901/tsfile/live/1071_1.m3u8
汽摩,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225736/1/index.m3u8?fmt=ts2hls
岭南戏曲,http://ye23.vip/z7z8/2021/gdtv2021.php?id=15
法治天地,http://122.138.32.222:9901/tsfile/live/1047_1.m3u8
法治天地,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/fztd/1300000/mnf.m3u8
茶频道HD高清,http://122.138.32.222:9901/tsfile/live/1049_1.m3u8
陶瓷HD高清,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226983/index.m3u8
书画频道,http://ott.cqccn.com/PLTV/88888888/224/3221227574/index.m3u8
书画频道,http://112.73.66.58:9999/hls-live/livepkgr/_definst_/shtv/shtv.m3u8
书画频道,http://ott.cqccn.com/PLTV/88888888/224/3221227574/index.m3u8
文物宝库,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225766/1/index.m3u8?fmt=ts2hls
文物宝库,http://111.167.246.156:12345/udp/225.1.1.203:5002
收藏天下,http://125.210.152.20:9090/live/SCTX.m3u8
国学频道,http://122.138.32.222:9901/tsfile/live/1039_1.m3u8
国学频道,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225692/1/index.m3u8?fmt=ts2hls
七彩戏剧,http://140.207.241.3:8080/live/program/live/qcxj/1300000/mnf.m3u8
七彩戏剧,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/qcxj/1300000/mnf.m3u8
网络棋牌,http://111.167.246.156:12345/udp/225.1.1.217:5002
天元围棋,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225714/1/index.m3u8?fmt=ts2hls
弈坛春秋,http://183.207.248.71/gitv/live1/G_YITANCQ/G_YITANCQ
武术世界,http://122.138.32.222:9901/tsfile/live/1077_1.m3u8
武术世界,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225691/1/index.m3u8?fmt=ts2hls
金色频道,http://122.138.32.222:9901/tsfile/live/1046_1.m3u8
金色频道,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/jingsepd/1300000/mnf.m3u8
梨园频道,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225701/1/index.m3u8?fmt=ts2hls
梨园频道,http://111.167.246.156:12345/udp/225.1.1.202:5002
老年福,http://live1.sxrtv.com/flvss?bitrate=512000&channel=LaoNianFu&start=0&provider=www.tvmining.com
老年福,http://jh.jhysbox.xyz/jhzbtv/dltu.php?id=210
靓妆HD,http://122.138.32.222:9901/tsfile/live/1072_1.m3u8
靓妆HD,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225680/1/index.m3u8?fmt=ts2hls
留学世界,http://101.71.255.229:6610/zjhs/2/10033/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
留学世界,http://jh.jhysbox.xyz/jhzbtv/dltu.php?id=068
摄影频道,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225683/1/index.m3u8?fmt=ts2hls
彩民在线,http://39.135.139.200:6610/PLTV/88888888/224/3221225505/2/index.m3u8?fmt=ts2hls
彩民在线,http://jh.jhysbox.xyz/jhzbtv/dltu.php?id=200
幸福彩HD高清,http://140.207.241.3:8080/live/program/live/xfchd/4000000/mnf.m3u8
幸福彩HD高清,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/xfchd/4000000/mnf.m3u8
休闲指南,http://112.132.209.46/liveplay-kk.rtxapp.com/live/pr.m3u8
人物频道,http://zbbf2.ahtv.cn/live/da9.m3u8
人物频道,http://jh.jhysbox.xyz/jhzbtv/dltu.php?id=264
家政,http://jh.jhysbox.xyz/jhzbtv/dltu.php?id=215
中华美食,http://39.135.139.196:6610/PLTV/88888888/224/3221225878/2/index.m3u8?fmt=ts2hls
中华美食,http://ott.cqccn.com/PLTV/88888888/224/3221227532/index.m3u8
美食天府,http://ott.cqccn.com/PLTV/88888888/224/3221227565/index.m3u8
美食天府,http://jh.jhysbox.xyz/jhzbtv/dltu.php?id=213
中国气象,http://140.207.241.3:8080/live/program/live/zgqx/1300000/mnf.m3u8
中国气象,http://jh.jhysbox.xyz/jhzbtv/dltu.php?id=076
中国交通,http://122.138.32.222:9901/tsfile/live/1079_1.m3u8
生态环境,http://111.20.105.60:6060/yinhe/2/ch00000090990000001320/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
DV生活,http://jh.jhysbox.xyz/jhzbtv/dltu.php?id=206
游戏风云HD高清,http://122.138.32.222:9901/tsfile/live/1041_1.m3u8
游戏风云HD高清,http://39.134.176.156/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229320/01.m3u8?fmt=ts2hls
游戏风云HD高清,http://140.207.241.3:8080/live/program/live/yxfyhd/4000000/mnf.m3u8
游戏风云HD高清,http://39.135.230.71/ott.fj.chinamobile.com/PLTV/88888888/224/3221226912/index.m3u8
游戏风云HD高清,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/yxfyhd/4000000/mnf.m3u8
游戏竞技,http://www.jhbwtv.top/nxiptv/nx.php?id=173
电子竞技,http://125.210.152.18:9090/live/DZJJ.m3u8
英语辅导,http://ott.cqccn.com/PLTV/88888888/224/3221227529/index.m3u8
快乐宠物,http://125.210.152.18:9090/live/KLCW.m3u8
优优宝贝,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229380/01.m3u8?fmt=ts2hls
优优宝贝,http://180.90/sk.live.otvcloud.com/otv/skcc/live/channel11007/1300.m3u8
动漫秀场HD高清,http://122.138.32.222:9901/tsfile/live/1043_1.m3u8
动漫秀场HD高清,http://140.207.241.3:8080/live/program/live/dmxchd/4000000/mnf.m3u8
动漫秀场HD高清,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226141/index.m3u8
动漫秀场HD高清,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/dmxchd/4000000/mnf.m3u8
卡酷少儿,http://111.20.105.60:6060/yinhe/2/ch00000090990000001066/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
卡酷少儿,http://101.71.255.229:6610/zjhs/2/10031/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
卡酷少儿,http://www.jhbwtv.top/jiayutv/hubei.php?id=067
卡酷少儿,http://jh.jhysbox.xyz/jhzbtv/dltu.php?id=258
卡酷少儿,http://39.135.15.70:6610/PLTV/88888888/224/3221225732/1/1000.m3u8
卡酷少儿,http://ivi.bupt.edu.cn/hls/btv10.m3u8
嘉佳卡通,http://122.138.32.222:9901/tsfile/live/1037_1.m3u8
嘉佳卡通,http://111.20.105.60:6060/yinhe/2/ch00000090990000001310/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
嘉佳卡通,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225690/1/index.m3u8?fmt=ts2hls
金鹰卡通HD高清,http://122.138.32.222:9901/tsfile/live/1035_1.m3u8
金鹰卡通HD高清,http://111.20.105.60:6060/yinhe/2/ch00000090990000001067/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
金鹰卡通HD高清,http://112.50.243.8/PLTV/88888888/224/3221227018/1.m3u8
金鹰卡通HD高清,http://ott.cqccn.com/PLTV/88888888/224/3221227402/index.m3u8
金鹰卡通HD高清,http://101.71.255.229:6610/zjhs/2/10030/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
金鹰卡通HD高清,http://60.221.42.9:9981/stream/channelid/748441554
金鹰卡通HD高清,http://www.jhbwtv.top/jiayutv/hubei.php?id=031
金鹰卡通HD高清,http://jh.jhysbox.xyz/jhzbtv/dltu.php?id=257
金鹰卡通HD高清,http://jh.jhysbox.xyz:1800/jhzbtv/jiangxi.php?id=041
金鹰卡通HD高清,http://39.135.15.70:6610/PLTV/88888888/224/3221225731/1/1000.m3u8
炫动卡通,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/xdkt/1300000/mnf.m3u8
炫动卡通,http://101.71.255.229:6610/zjhs/2/10051/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
炫动卡通,http://125.210.152.20:9090/live/XDKT.m3u8
炫动卡通,http://www.jhbwtv.top/jsyxtv/js.php?id=068
优漫卡通,http://111.20.105.60:6060/yinhe/2/ch00000090990000001065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
优漫卡通,http://39.134.176.154/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228378/01.m3u8?fmt=ts2hls
哈哈炫动,http://122.138.32.222:9901/tsfile/live/1036_1.m3u8
哈哈炫动,http://111.20.105.60:6060/yinhe/2/ch00000090990000001303/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
哈哈炫动,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225689/1/index.m3u8?fmt=ts2hls
新动漫,http://www.jhbwtv.top/nxiptv/nx.php?id=104
教育就业,http://jh.jhysbox.xyz/jhzbtv/dltu.php?id=077
CETV1-HD高清,http://122.138.32.222:9901/tsfile/live/1034_1.m3u8
CETV1-HD高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226417/1.m3u8
CETV1-HD高清,http://39.130.206.213:6410/gitv_live/G_CETV-1-HD/G_CETV-1-HD.m3u8
CETV1-HD高清,http://39.130.206.213:6410/gitv_live/G_CETV-1-HD/G_CETV-1-HD.m3u8
CETV1-HD高清,http://101.71.255.229:6610/zjhs/2/10060/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CETV1-HD高清,http://cctvalih5ca.v.myalicdn.com/cstv/cetv1_2/index.m3u8
CETV2,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226537/1.m3u8
CETV2,http://cctvalih5ca.v.myalicdn.com/cstv/cetv2_2/index.m3u8
CETV3,http://cctvalih5ca.v.myalicdn.com/cstv/cetv3_2/index.m3u8
CETV4,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226362/1.m3u8
CETV4,http://101.71.255.229:6610/zjhs/2/10124/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CETV4,http://cctvalih5ca.v.myalicdn.com/cstv/cetv4_2/index.m3u8
山东教育,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225764/1/index.m3u8?fmt=ts2hls
山东教育,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228999/index.m3u8
山东教育,http://39.135.139.196:6610/PLTV/88888888/224/3221225863/2/index.m3u8?fmt=ts2hls
山东教育,http://www.jhbwtv.top/daili/migu.php?id=609154353
山东教育,http://live.sdetv.com.cn/live/sdetv/playlist.m3u8
Y+频道HD高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229999/01.m3u8?fmt=ts2hls
Hot亚洲影院HD高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228365/01.m3u8?fmt=ts2hls
Hot探索纪录HD高清,http://39.134.176.151/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228366/01.m3u8?fmt=ts2hls
Hot欧美影院HD高清,http://39.134.176.151/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228384/01.m3u8?fmt=ts2hls
Hot漫游世界HD高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228581/01.m3u8?fmt=ts2hls
Hot精品剧场HD高清,http://39.134.176.160/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228360/01.m3u8?fmt=ts2hls
Hot风尚音乐HD高清,http://39.134.176.154/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228344/01.m3u8?fmt=ts2hls
Hot高清娱乐HD高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228575/01.m3u8?fmt=ts2hls
Hot炫动3DHD高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228578/01.m3u8?fmt=ts2hls
Hot少儿动漫HD高清,http://39.134.176.151/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228387/01.m3u8?fmt=ts2hls
Hot电子竞技HD高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228572/01.m3u8?fmt=ts2hls
华数HD高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231330/01.m3u8?fmt=ts2hls
轮播HD高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231385/01.m3u8?fmt=ts2hls
峨眉电影HD高清,http://39.134.198.10:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/scem/index.m3u8?IAS
长影频道HD高清,http://122.138.32.222:9901/tsfile/live/1010_1.m3u8
家庭影院,http://hdtv.haust.edu.cn/hls/hls166.m3u8
大众影视,http://hdtv.haust.edu.cn/hls/hls164.m3u8
家庭剧场,http://hdtv.haust.edu.cn/hls/hls165.m3u8
卡通剧场,http://hdtv.haust.edu.cn/hls/hls167.m3u8
精选,http://www.jhbwtv.top/aishang/aish.php?id=275
喜剧影院,http://www.jhbwtv.top/aishang/aish.php?id=276
动作影院,http://www.jhbwtv.top/aishang/aish.php?id=277
家庭影院,http://www.jhbwtv.top/aishang/aish.php?id=278
星影,http://www.jhbwtv.top/aishang/aish.php?id=279
武侠剧场,http://www.jhbwtv.top/aishang/aish.php?id=308
足球,http://www.jhbwtv.top/aishang/aish.php?id=309
美妆,http://www.jhbwtv.top/aishang/aish.php?id=310
军事,http://www.jhbwtv.top/aishang/aish.php?id=311
武术,http://www.jhbwtv.top/aishang/aish.php?id=312
国学,http://www.jhbwtv.top/aishang/aish.php?id=332
戏曲,http://www.jhbwtv.top/aishang/aish.php?id=333
早教,http://www.jhbwtv.top/aishang/aish.php?id=334
动画,http://www.jhbwtv.top/aishang/aish.php?id=donghua
熊猫频道FHD,http://www.jhbwtv.top/aishang/aish.php?id=263
iHOT爱院线高清,http://39.134.176.159/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230019/01.m3u8?fmt=ts2hls
iHOT爱科幻高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230025/01.m3u8?fmt=ts2hls
iHOT爱浪漫高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230005/01.m3u8?fmt=ts2hls
iHot爱探索高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230112/index.m3u8
iHOT爱悬疑高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230098/index.m3u8
iHot爱旅行高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230052/index.m3u8
iHot爱猎奇高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230097/index.m3u8
iHot爱科学高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230106/index.m3u8
iHOT爱江湖高清,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230074/index.m3u8
iHot爱青春高清,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230130/index.m3u8
iHOT爱世界高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230046/index.m3u8
iHot爱体育高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230034/index.m3u8
iHot爱赛车高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230032/index.m3u8
iHOT爱历史高清,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230100/index.m3u8
iHot爱谍战高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230092/index.m3u8
iHOT爱军武高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230083/index.m3u8
iHOT爱时尚高清,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230109/index.m3u8
iHOT爱奇谈高清,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230023/index.m3u8
iHOT爱都市高清,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230104/index.m3u8
iHOT爱电竞高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230029/index.m3u8
iHOT爱解密高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230080/index.m3u8
iHOT爱美食高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230115/index.m3u8
iHot爱娱乐高清,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230077/index.m3u8
iHOT爱经典高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230101/index.m3u8
iHOT爱喜剧高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230022/01.m3u8?fmt=ts2hls
iHot爱家庭高清,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230118/index.m3u8
iHot爱怀旧高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230049/index.m3u8
iHOT爱玩具高清,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230026/index.m3u8
iHOT爱幼教高清,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230086/index.m3u8
iHOT爱动漫高清,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230136/index.m3u8
IPTV热播剧场,http://www.jhbwtv.top/aishang/aish.php?id=089
IPTV经典电影,http://www.jhbwtv.top/aishang/aish.php?id=090
IPTV谍战剧场,http://www.jhbwtv.top/aishang/aish.php?id=003
IPTV魅力时尚,http://www.jhbwtv.top/aishang/aish.php?id=091
IPTV少儿动画,http://www.jhbwtv.top/aishang/aish.php?id=092
IPTV3+,http://111.20.105.60:6060/yinhe/2/ch00000090990000001629/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
IPTV3+,http://www.jhbwtv.top/aishang/aish.php?id=093
IPTV5+HD高清,http://111.20.105.60:6060/yinhe/2/ch00000090990000001592/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
IPTV5+HD高清,http://www.jhbwtv.top/aishang/aish.php?id=094
IPTV6+,http://111.20.105.60:6060/yinhe/2/ch00000090990000001649/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
IPTV8+,http://111.20.105.60:6060/yinhe/2/ch00000090990000001583/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
IPTV8+,http://www.jhbwtv.top/aishang/ais.php?id=125
IPTV相声小品,http://111.20.105.60:6060/yinhe/2/ch00000090990000001659/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
IPTV野外,http://www.jhbwtv.top/aishang/aish.php?id=095
IPTV法治,http://www.jhbwtv.top/aishang/aish.php?id=096
北京IPTV淘剧场,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/1.m3u8
北京IPTV淘娱乐,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/1.m3u8
北京IPTV淘电影,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8
北京IPTV淘BABY,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8
北京IPTV萌宠TV,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226555/1.m3u8
黑莓电影HD高清,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229010/index.m3u8
黑莓电影HD高清,http://39.134.198.10:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/jdianying/index.m3u8?IAS
黑莓电影HD高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225927/1.m3u8
黑莓电竞HD高清,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229059/index.m3u8
黑莓电竞HD高清,http://39.134.198.10:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/wmyx/index.m3u8?IAS
黑莓电竞HD高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225931/1.m3u8
黑莓动画HD高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228998/index.m3u8
黑莓动画HD高清,http://39.134.198.10:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/donghuawg/index.m3u8?IAS
黑莓动画HD高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225914/1.m3u8       
动作电影HD高清,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229034/index.m3u8
动作电影HD高清,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225879/index.m3u8
惊悚悬疑HD高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229001/index.m3u8
惊悚悬疑HD高清,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225885/index.m3u8
